file_type,file_path,preview_detected,status,screenshot
PNG,C:\Users\aruld\Downloads\test_automation_ui_crop (2)\test_automation_ui_crop\sample.png,True,PASS,C:\Users\aruld\Downloads\test_automation_ui_crop (2)\test_automation_ui_crop\results\preview_pass.png
